token,pos,syn_label,lemma,m_desc,m_type
slob,n,H,no,PurityVice,10
slobs,n,H,no,PurityVice,10
slog,v,S,yes,PurityVice,10
sloven,n,H,no,PurityVice,10
slovenlier,adj,H,no,PurityVice,10
slovenliest,adj,H,no,PurityVice,10
slovenliness,n,H,no,PurityVice,10
slovenlinessed,n,H,no,PurityVice,10
slovenly,adj,H,no,PurityVice,10
slovenly woman,n,S,no,PurityVice,10
slovenly women,n,S,no,PurityVice,10
slovens,n,H,no,PurityVice,10
slut,n,O,no,PurityVice,10
sluts,n,O,no,PurityVice,10
sluttish,adj,O,no,PurityVice,10
sluttishness,n,O,no,PurityVice,10
sluttishnesses,n,O,no,PurityVice,10
smear,n,S,no,PurityVice,10
smears,n,S,no,PurityVice,10
smirch,n,S,no,PurityVice,10
smirches,n,S,no,PurityVice,10
smut,n,S,no,PurityVice,10
smuts,n,S,no,PurityVice,10
smuttier,adj,S,no,PurityVice,10
smuttiest,adj,S,no,PurityVice,10
smuttiness,n,S,no,PurityVice,10
smuttinesses,n,S,no,PurityVice,10
smutty,adj,S,no,PurityVice,10
snub,n,S,no,PurityVice,10
snubs,n,S,no,PurityVice,10
soil,v,S,yes,PurityVice,10
soiled,adj,S,no,PurityVice,10
soilure,n,S,no,PurityVice,10
soilures,n,S,no,PurityVice,10
sordid,adj,S,no,PurityVice,10
sordider,adj,S,no,PurityVice,10
sordidest,adj,S,no,PurityVice,10
spendthrift,adj,S,no,PurityVice,10
spew,v,S,yes,PurityVice,10
sporting ladies,n,S,no,PurityVice,10
sporting lady,n,S,no,PurityVice,10
spue,v,S,yes,PurityVice,10
squander,v,H,yes,PurityVice,10
squanderer,n,S,no,PurityVice,10
squanderers,n,S,no,PurityVice,10
stain,n,S,no,PurityVice,10
stain,v,S,yes,PurityVice,10
stained,adj,S,no,PurityVice,10
stains,n,S,no,PurityVice,10
stark,adj,S,no,PurityVice,10
starker,adj,S,no,PurityVice,10
starkest,adj,S,no,PurityVice,10
stigma,n,S,no,PurityVice,10
stigmas,n,S,no,PurityVice,10
stool,n,H,no,PurityVice,10
stools,n,H,no,PurityVice,10
stray,v,S,yes,PurityVice,10
strumpet,n,S,no,PurityVice,10
strumpets,n,S,no,PurityVice,10
sullied,adj,S,no,PurityVice,10
sully,v,S,yes,PurityVice,10
swinger,n,S,no,PurityVice,10
swingers,n,S,no,PurityVice,10
taint,v,S,yes,PurityVice,10
taint,n,O,no,PurityVice,10
tainted,adj,O,no,PurityVice,10
taints,n,O,no,PurityVice,10
tarnish,v,S,yes,PurityVice,10
tarnish,n,O,no,PurityVice,10
tarnished,adj,S,no,PurityVice,10
tattier,adj,S,no,PurityVice,10
tattiest,adj,S,no,PurityVice,10
tatty,adj,S,no,PurityVice,10
tawdrier,adj,S,no,PurityVice,10
tawdriest,adj,S,no,PurityVice,10
tawdry,adj,S,no,PurityVice,10
terrible,adj,S,no,PurityVice,10
terribler,adj,S,no,PurityVice,10
terriblest,adj,S,no,PurityVice,10
throw up,v,S,yes,PurityVice,10
tired of,adj,S,no,PurityVice,10
trashier,adj,O,no,PurityVice,10
trashiest,adj,O,no,PurityVice,10
trashy,adj,O,no,PurityVice,10
trifle,v,S,yes,PurityVice,10
trifle away,v,S,yes,PurityVice,10
trollop,n,S,no,PurityVice,10
trollops,n,S,no,PurityVice,10
turd,n,S,no,PurityVice,10
turds,n,S,no,PurityVice,10
turn one's stomach,v,S,yes,PurityVice,10
turpitude,n,S,no,PurityVice,10
turpitudes,n,S,no,PurityVice,10
two-timing,adj,S,no,PurityVice,10
uglier,adj,S,no,PurityVice,10
ugliest,adj,S,no,PurityVice,10
ugliness,n,H,no,PurityVice,10
uglinesses,n,H,no,PurityVice,10
ugly,adj,S,no,PurityVice,10
unbecoming,adj,S,no,PurityVice,10
unchaste,adj,O,no,PurityVice,10
unclean,adj,O,no,PurityVice,10
uncleaner,adj,O,no,PurityVice,10
uncleanest,adj,O,no,PurityVice,10
uncleanliness,n,O,no,PurityVice,10
uncleanlinesses,n,O,no,PurityVice,10
uncleanly,adj,O,no,PurityVice,10
uncleanly,adv,O,no,PurityVice,10
uncleanness,n,O,no,PurityVice,10
uncleannesses,n,O,no,PurityVice,10
uncomelier,adj,S,no,PurityVice,10
uncomeliest,adj,S,no,PurityVice,10
uncomely,adj,S,no,PurityVice,10
uncomfortableness,n,H,no,PurityVice,10
unconsecrated,adj,S,no,PurityVice,10
undutiful,adj,S,no,PurityVice,10
ungodlier,adj,S,no,PurityVice,10
ungodliest,adj,S,no,PurityVice,10
ungodly,adj,S,no,PurityVice,10
unhallow,v,S,yes,PurityVice,10
unhealthiness,n,H,no,PurityVice,10
unhealthinessed,n,H,no,PurityVice,10
unhinged,adj,S,no,PurityVice,10
unholier,adj,S,no,PurityVice,10
unholiest,adj,S,no,PurityVice,10
unholiness,n,H,no,PurityVice,10
unholinesses,n,H,no,PurityVice,10
unholy,adj,S,no,PurityVice,10
unpalatabilities,n,H,no,PurityVice,10
unpalatability,n,H,no,PurityVice,10
unrefined,adj,A,no,PurityVice,10
unsanctification,n,S,no,PurityVice,10
unsanctifications,n,S,no,PurityVice,10
unsanctified,adj,S,no,PurityVice,10
unsanitariness,n,H,no,PurityVice,10
unsavoriness,n,S,no,PurityVice,10
unseemlier,adj,S,no,PurityVice,10
unseemliest,adj,S,no,PurityVice,10
unseemly,adj,S,no,PurityVice,10
unsporting,adj,S,no,PurityVice,10
unsportsmanlike,adj,S,no,PurityVice,10
untoward,adj,S,no,PurityVice,10
unwellness,n,H,no,PurityVice,10
unwholesome,adj,A,no,PurityVice,10
unwholesomeness,n,A,no,PurityVice,10
unworthier,adj,S,no,PurityVice,10
unworthiest,adj,S,no,PurityVice,10
unworthy,adj,S,no,PurityVice,10
upchuck,v,S,yes,PurityVice,10
vagabond,n,H,no,PurityVice,10
vagabonds,n,H,no,PurityVice,10
vagrant,n,H,no,PurityVice,10
vagrants,n,H,no,PurityVice,10
vice,n,H,no,PurityVice,10
vices,n,H,no,PurityVice,10
victimisation,n,S,no,PurityVice,10
victimisations,n,S,no,PurityVice,10
victimization,n,S,no,PurityVice,10
victimizations,n,S,no,PurityVice,10
vile,adj,S,no,PurityVice,10
vileness,n,S,no,PurityVice,10
vilenesses,n,S,no,PurityVice,10
viler,adj,S,no,PurityVice,10
vilest,adj,S,no,PurityVice,10
violated,adj,S,no,PurityVice,10
violation,n,H,no,PurityVice,10
violations,n,H,no,PurityVice,10
violator,n,S,no,PurityVice,10
violators,n,S,no,PurityVice,10
vitiate,v,S,yes,PurityVice,10
vitiated,adj,S,no,PurityVice,10
vomit,v,S,yes,PurityVice,10
vomit up,v,S,yes,PurityVice,10
vulgar,adj,S,no,PurityVice,10
vulgarism,n,S,no,PurityVice,10
vulgarisms,n,S,no,PurityVice,10
wan,adj,S,no,PurityVice,10
wanton,adj,S,no,PurityVice,10
wanton,n,O,no,PurityVice,10
wanton,v,O,yes,PurityVice,10
wanton away,v,S,yes,PurityVice,10
wantonly,adv,S,no,PurityVice,10
wantons,n,O,no,PurityVice,10
waste,v,H,yes,PurityVice,10
waste,n,H,no,PurityVice,10
whore,n,O,no,PurityVice,10
whore,v,O,yes,PurityVice,10
whoredom,n,S,no,PurityVice,10
whores,n,O,no,PurityVice,10
wicked,adj,S,no,PurityVice,10
wickeder,adj,S,no,PurityVice,10
wickedest,adj,S,no,PurityVice,10
wickedly,adv,O,no,PurityVice,10
wickedness,n,S,no,PurityVice,10
wickednesses,n,S,no,PurityVice,10
woeful,adj,S,no,PurityVice,10
woefuller,adj,S,no,PurityVice,10
woefullest,adj,S,no,PurityVice,10
woman of the street,n,S,no,PurityVice,10
women of the street,n,S,no,PurityVice,10
working girl,n,S,no,PurityVice,10
working girls,n,S,no,PurityVice,10
worthless,adj,S,no,PurityVice,10
wretched,adj,O,no,PurityVice,10
wretcheder,adj,O,no,PurityVice,10
wretchedest,adj,O,no,PurityVice,10
wretchedly,adv,O,no,PurityVice,10
wretchedness,n,O,no,PurityVice,10
wretchednesses,n,O,no,PurityVice,10
yuckier,adj,S,no,PurityVice,10
yuckiest,adj,S,no,PurityVice,10
yucky,adj,S,no,PurityVice,10
adjust,v,S,yes,GeneralVirtue,11
admirably,adv,S,no,GeneralVirtue,11
admiration,n,H,no,GeneralVirtue,11
admirations,n,H,no,GeneralVirtue,11
admonitory,adj,S,no,GeneralVirtue,11
advocate,v,H,yes,GeneralVirtue,11
apotheoses,n,S,no,GeneralVirtue,11
apotheosis,n,S,no,GeneralVirtue,11
applaudable,adj,S,no,GeneralVirtue,11
appreciation,n,H,no,GeneralVirtue,11
appreciations,n,H,no,GeneralVirtue,11
baronial,adj,S,no,GeneralVirtue,11
best,adj,A,no,GeneralVirtue,11
better,adj,A,no,GeneralVirtue,11
blameless,adj,O,no,GeneralVirtue,11
cautionary,adj,S,no,GeneralVirtue,11
commendable,adj,S,no,GeneralVirtue,11
commendable,adv,O,no,GeneralVirtue,11
correct,v,O,yes,GeneralVirtue,11
correct,adj,O,no,GeneralVirtue,11
defensive,adj,A,no,GeneralVirtue,11
disciplinarian,n,S,no,GeneralVirtue,11
disciplinarians,n,S,no,GeneralVirtue,11
discipline,v,S,yes,GeneralVirtue,11
esprit de corps,n,S,no,GeneralVirtue,11
ethic,n,O,no,GeneralVirtue,11
ethical,adj,S,no,GeneralVirtue,11
ethical code,n,S,no,GeneralVirtue,11
ethical codes,n,S,no,GeneralVirtue,11
ethical motive,n,S,no,GeneralVirtue,11
ethical motives,n,S,no,GeneralVirtue,11
ethically,adv,O,no,GeneralVirtue,11
ethician,n,O,no,GeneralVirtue,11
ethicians,n,O,no,GeneralVirtue,11
ethicism,n,O,no,GeneralVirtue,11
ethicisms,n,O,no,GeneralVirtue,11
ethicist,n,S,no,GeneralVirtue,11
ethicists,n,S,no,GeneralVirtue,11
ethics,n,S,no,GeneralVirtue,11
even off,v,S,yes,GeneralVirtue,11
even out,v,S,yes,GeneralVirtue,11
even up,v,S,yes,GeneralVirtue,11
exalted,adj,S,no,GeneralVirtue,11
exemplary,adj,O,no,GeneralVirtue,11
glorification,n,S,no,GeneralVirtue,11
glorifications,n,S,no,GeneralVirtue,11
good,n,A,no,GeneralVirtue,11
good,adj,A,no,GeneralVirtue,11
goods,n,A,no,GeneralVirtue,11
grand,adj,S,no,GeneralVirtue,11
grander,adj,S,no,GeneralVirtue,11
grandest,adj,S,no,GeneralVirtue,11
grandeur,n,H,no,GeneralVirtue,11
high-flown,adj,S,no,GeneralVirtue,11
high-minded,adj,S,no,GeneralVirtue,11
high-mindedness,n,S,no,GeneralVirtue,11
ideal,adj,O,no,GeneralVirtue,11
ideal,n,O,no,GeneralVirtue,11
idealisation,n,O,no,GeneralVirtue,11
idealisations,n,O,no,GeneralVirtue,11
idealise,v,O,yes,GeneralVirtue,11
idealised,adj,O,no,GeneralVirtue,11
idealism,n,O,no,GeneralVirtue,11
idealisms,n,O,no,GeneralVirtue,11
idealist,n,O,no,GeneralVirtue,11
idealistic,adj,S,no,GeneralVirtue,11
idealists,n,O,no,GeneralVirtue,11
idealities,n,O,no,GeneralVirtue,11
ideality,n,O,no,GeneralVirtue,11
idealization,n,S,no,GeneralVirtue,11
idealizations,n,S,no,GeneralVirtue,11
idealize,v,S,yes,GeneralVirtue,11
idealized,adj,S,no,GeneralVirtue,11
ideally,adv,O,no,GeneralVirtue,11
ideals,n,O,no,GeneralVirtue,11
imposing,adj,S,no,GeneralVirtue,11
inculpable,adj,S,no,GeneralVirtue,11
inoffensive,adj,A,no,GeneralVirtue,11
inoffensively,adv,A,no,GeneralVirtue,11
irreproachable,adj,S,no,GeneralVirtue,11
laudable,adj,S,no,GeneralVirtue,11
laudably,adv,S,no,GeneralVirtue,11
loftier,adj,S,no,GeneralVirtue,11
loftiest,adj,S,no,GeneralVirtue,11
lofty,adj,S,no,GeneralVirtue,11
magnanimousness,n,H,no,GeneralVirtue,11
make up,v,S,yes,GeneralVirtue,11
martinet,n,S,no,GeneralVirtue,11
martinets,n,S,no,GeneralVirtue,11
model,adj,S,no,GeneralVirtue,11
monitory,adj,S,no,GeneralVirtue,11
moral,adj,A,no,GeneralVirtue,11
moral,n,O,no,GeneralVirtue,11
moral principle,n,S,no,GeneralVirtue,11
moral principles,n,S,no,GeneralVirtue,11
morale,n,O,no,GeneralVirtue,11
morales,n,O,no,GeneralVirtue,11
moralisation,n,O,no,GeneralVirtue,11
moralisations,n,O,no,GeneralVirtue,11
moralise,v,O,yes,GeneralVirtue,11
moralism,n,O,no,GeneralVirtue,11
moralisms,n,O,no,GeneralVirtue,11
moralist,n,O,no,GeneralVirtue,11
moralistic,adj,O,no,GeneralVirtue,11
moralists,n,O,no,GeneralVirtue,11
moralities,n,A,no,GeneralVirtue,11
morality,n,A,no,GeneralVirtue,11
moralization,n,S,no,GeneralVirtue,11
moralizations,n,S,no,GeneralVirtue,11
moralize,v,S,yes,GeneralVirtue,11
moralizing,n,S,no,GeneralVirtue,11
moralizings,n,S,no,GeneralVirtue,11
morally,adv,A,no,GeneralVirtue,11
morals,n,S,no,GeneralVirtue,11
nobilities,n,H,no,GeneralVirtue,11
nobility,n,H,no,GeneralVirtue,11
noble,n,O,no,GeneralVirtue,11
noble,adj,O,no,GeneralVirtue,11
nobleman,n,S,no,GeneralVirtue,11
noblemen,n,S,no,GeneralVirtue,11
noble-minded,adj,S,no,GeneralVirtue,11
noble-mindedness,n,S,no,GeneralVirtue,11
noble-mindednesses,n,S,no,GeneralVirtue,11
nobleness,n,H,no,GeneralVirtue,11
noblenesses,n,H,no,GeneralVirtue,11
nobler,n,O,no,GeneralVirtue,11
nobler,adj,O,no,GeneralVirtue,11
noblest,adj,O,no,GeneralVirtue,11
nonesuch,n,S,no,GeneralVirtue,11
nonesuches,n,S,no,GeneralVirtue,11
nonpareil,n,S,no,GeneralVirtue,11
nonpareils,n,S,no,GeneralVirtue,11
nonsuch,n,S,no,GeneralVirtue,11
nonsuches,n,S,no,GeneralVirtue,11
paragon,n,S,no,GeneralVirtue,11
paragons,n,S,no,GeneralVirtue,11
praiseworthier,adj,O,no,GeneralVirtue,11
praiseworthiest,adj,O,no,GeneralVirtue,11
praiseworthily,adv,S,no,GeneralVirtue,11
praiseworthy,adj,O,no,GeneralVirtue,11
precept,n,S,no,GeneralVirtue,11
precepts,n,S,no,GeneralVirtue,11
principle,n,H,no,GeneralVirtue,11
principled,adj,O,no,GeneralVirtue,11
principles,n,H,no,GeneralVirtue,11
rarefied,adj,S,no,GeneralVirtue,11
rarified,adj,S,no,GeneralVirtue,11
rationale,n,S,no,GeneralVirtue,11
rationales,n,S,no,GeneralVirtue,11
rectify,v,H,yes,GeneralVirtue,11
redress,v,S,yes,GeneralVirtue,11
reform,n,H,no,GeneralVirtue,11
reform,v,H,yes,GeneralVirtue,11
reforms,n,H,no,GeneralVirtue,11
right,n,A,no,GeneralVirtue,11
right,v,A,yes,GeneralVirtue,11
right,adj,A,no,GeneralVirtue,11
right,adv,A,no,GeneralVirtue,11
righteous,adj,O,no,GeneralVirtue,11
righteously,adv,O,no,GeneralVirtue,11
righteousness,n,O,no,GeneralVirtue,11
righteousnesses,n,O,no,GeneralVirtue,11
righter,adj,A,no,GeneralVirtue,11
rightest,adj,A,no,GeneralVirtue,11
rightfulness,n,A,no,GeneralVirtue,11
rightfulnesses,n,A,no,GeneralVirtue,11
rightness,n,A,no,GeneralVirtue,11
sort out,v,S,yes,GeneralVirtue,11
statelier,adj,S,no,GeneralVirtue,11
stateliest,adj,S,no,GeneralVirtue,11
stately,adj,S,no,GeneralVirtue,11
sublime,adj,S,no,GeneralVirtue,11
sublimer,adj,S,no,GeneralVirtue,11
sublimest,adj,S,no,GeneralVirtue,11
unimpeachable,adj,S,no,GeneralVirtue,11
unoffending,adj,A,no,GeneralVirtue,11
upstanding,adj,O,no,GeneralVirtue,11
value orientation,n,S,no,GeneralVirtue,11
value orientations,n,S,no,GeneralVirtue,11
value-system,n,S,no,GeneralVirtue,11
value-systems,n,S,no,GeneralVirtue,11
warning,adj,S,no,GeneralVirtue,11
worthier,adj,S,no,GeneralVirtue,11
worthiest,adj,S,no,GeneralVirtue,11
worthy,adj,S,no,GeneralVirtue,11
actus rei,n,S,no,GeneralVice,12
actus reus,n,S,no,GeneralVice,12
amiss,adj,S,no,GeneralVice,12
amoral,adj,A,no,GeneralVice,12
amorally,adv,S,no,GeneralVice,12
anger,v,H,yes,GeneralVice,12
appal,v,S,yes,GeneralVice,12
appall,v,S,yes,GeneralVice,12
awry,adj,S,no,GeneralVice,12
bad,n,H,no,GeneralVice,12
bad,adj,S,no,GeneralVice,12
badness,n,H,no,GeneralVice,12
badnesses,n,H,no,GeneralVice,12
breach,v,S,yes,GeneralVice,12
castigate,v,S,yes,GeneralVice,12
chastise,v,S,yes,GeneralVice,12
decline,v,S,yes,GeneralVice,12
dishonourable,adj,S,no,GeneralVice,12
dysphemistic,adj,S,no,GeneralVice,12
error,n,S,no,GeneralVice,12
errors,n,S,no,GeneralVice,12
evil,n,H,no,GeneralVice,12
evil,adj,O,no,GeneralVice,12
evildoing,n,H,no,GeneralVice,12
evildoings,n,H,no,GeneralVice,12
evilness,n,H,no,GeneralVice,12
evilnesses,n,H,no,GeneralVice,12
evils,n,H,no,GeneralVice,12
falsify,v,A,yes,GeneralVice,12
go against,v,S,yes,GeneralVice,12
haywire,adj,S,no,GeneralVice,12
ignoble,adj,A,no,GeneralVice,12
ill-timed,adj,S,no,GeneralVice,12
immoral,adj,O,no,GeneralVice,12
immoralities,n,H,no,GeneralVice,12
immorality,n,H,no,GeneralVice,12
immorally,adv,O,no,GeneralVice,12
improper,adj,S,no,GeneralVice,12
inappropriateness,n,S,no,GeneralVice,12
inappropriatenesses,n,S,no,GeneralVice,12
incorrect,adj,S,no,GeneralVice,12
incorrectly,adv,S,no,GeneralVice,12
incorrectness,n,S,no,GeneralVice,12
incorrectnesses,n,S,no,GeneralVice,12
infract,v,S,yes,GeneralVice,12
iniquities,n,S,no,GeneralVice,12
iniquity,n,S,no,GeneralVice,12
malefic,adj,S,no,GeneralVice,12
malevolent,adj,S,no,GeneralVice,12
malign,adj,S,no,GeneralVice,12
misconduct,n,H,no,GeneralVice,12
misconducts,n,H,no,GeneralVice,12
objectionably,adv,S,no,GeneralVice,12
objurgate,v,S,yes,GeneralVice,12
obnoxiously,adv,S,no,GeneralVice,12
offence,n,S,no,GeneralVice,12
offences,n,S,no,GeneralVice,12
offend,v,O,yes,GeneralVice,12
offended,adj,O,no,GeneralVice,12
offender,n,S,no,GeneralVice,12
offenders,n,S,no,GeneralVice,12
offending,adj,O,no,GeneralVice,12
offense,n,S,no,GeneralVice,12
offenses,n,S,no,GeneralVice,12
offensive,n,O,no,GeneralVice,12
offensive,adj,O,no,GeneralVice,12
offensively,adv,O,no,GeneralVice,12
offensiveness,n,O,no,GeneralVice,12
offensives,n,O,no,GeneralVice,12
outrage,v,S,yes,GeneralVice,12
pained,adj,S,no,GeneralVice,12
pique,v,S,yes,GeneralVice,12
scandalise,v,S,yes,GeneralVice,12
scandalize,v,S,yes,GeneralVice,12
shock,v,S,yes,GeneralVice,12
transgress,v,S,yes,GeneralVice,12
transgression,n,H,no,GeneralVice,12
transgressions,n,H,no,GeneralVice,12
transgressor,n,O,no,GeneralVice,12
transgressors,n,O,no,GeneralVice,12
trespass,v,S,yes,GeneralVice,12
unethical,adj,S,no,GeneralVice,12
unethically,adv,A,no,GeneralVice,12
unpleasantness,n,H,no,GeneralVice,12
unpleasantnesses,n,H,no,GeneralVice,12
unprincipled,adj,A,no,GeneralVice,12
unrighteous,adj,A,no,GeneralVice,12
unrighteously,adv,A,no,GeneralVice,12
unrighteousness,n,A,no,GeneralVice,12
unsavory,adj,S,no,GeneralVice,12
unsavoury,adj,S,no,GeneralVice,12
unseasonable,adj,S,no,GeneralVice,12
unsuitable,adj,S,no,GeneralVice,12
untimely,adj,S,no,GeneralVice,12
violate,v,S,yes,GeneralVice,12
violative,adj,S,no,GeneralVice,12
worse,adj,S,no,GeneralVice,12
worst,adj,S,no,GeneralVice,12
wrong,n,O,no,GeneralVice,12
wrong,v,O,yes,GeneralVice,12
wrong,adj,O,no,GeneralVice,12
wrong,adv,O,no,GeneralVice,12
wrongdoer,n,O,no,GeneralVice,12
wrongdoers,n,O,no,GeneralVice,12
wrongdoing,n,H,no,GeneralVice,12
wrongdoings,n,H,no,GeneralVice,12
wronger,adj,O,no,GeneralVice,12
wrongest,adj,O,no,GeneralVice,12
wrongful,n,H,no,GeneralVice,12
wrongful,adj,O,no,GeneralVice,12
wrongful conduct,n,S,no,GeneralVice,12
wrongful conducts,n,S,no,GeneralVice,12
wrongfully,adv,O,no,GeneralVice,12
wrongfulness,n,S,no,GeneralVice,12
wrongfulnesses,n,S,no,GeneralVice,12
wrongheaded,adj,O,no,GeneralVice,12
wrongheadedly,adv,O,no,GeneralVice,12
wrongly,adv,S,no,GeneralVice,12
wrongness,n,O,no,GeneralVice,12
wrongs,n,O,no,GeneralVice,12
